engine_load,engine_rpm,vehicle_speed,throttle,short_fuel_trim_bank,engine_runtime,traveled_distance,fuel_tank_level,ambient_air_temperature,timestamp
28.24,1366.5,18,17.25,1.56,9894,30059,20.39,21,2021-05-30 22:31:10.294183936+00:00
19.61,1282.5,19,15.69,-3.12,9895,30059,20.39,21,2021-05-30 22:31:11.306982144+00:00
23.53,1229.5,19,16.47,2.34,9896,30059,20.39,21,2021-05-30 22:31:12.324162048+00:00
23.53,1229.5,19,16.47,2.34,9896,30059,20.39,21,2021-05-30 22:31:13.337186560+00:00
19.61,1241.5,20,15.69,1.56,9897,30059,20.39,21,2021-05-30 22:31:14.350829568+00:00
18.04,1349.0,20,15.29,0.78,9899,30059,20.39,21,2021-05-30 22:31:15.365157632+00:00
16.86,1324.0,19,14.9,5.47,9900,30059,20.39,21,2021-05-30 22:31:16.379579648+00:00
14.51,1171.0,18,14.51,4.69,9901,30059,20.39,21,2021-05-30 22:31:17.390213888+00:00
16.08,1073.0,14,14.51,0.0,9902,30059,20.39,21,2021-05-30 22:31:18.402215424+00:00
18.04,901.0,10,14.51,-1.56,9903,30059,20.0,21,2021-05-30 22:31:19.409081600+00:00
18.04,901.0,10,14.51,-1.56,9903,30059,20.0,21,2021-05-30 22:31:20.415591680+00:00
18.82,870.5,8,14.51,-2.34,9904,30059,20.0,21,2021-05-30 22:31:21.430657536+00:00
23.53,1245.0,7,16.08,3.12,9906,30059,20.0,21,2021-05-30 22:31:22.443351040+00:00
27.45,1405.0,9,16.86,0.78,9907,30059,20.0,21,2021-05-30 22:31:23.456574976+00:00
27.45,1199.0,11,16.86,3.12,9908,30059,20.39,21,2021-05-30 22:31:24.469622784+00:00
33.73,1235.0,13,17.65,1.56,9909,30059,20.39,21,2021-05-30 22:31:25.481209856+00:00
28.24,1165.0,15,16.08,0.78,9910,30059,20.39,21,2021-05-30 22:31:26.495101696+00:00
28.24,1165.0,15,16.08,0.78,9910,30059,20.39,21,2021-05-30 22:31:27.504721664+00:00
29.02,1271.0,16,16.86,1.56,9912,30059,20.0,21,2021-05-30 22:31:28.514182144+00:00
36.47,1299.5,18,17.25,0.78,9913,30059,20.0,21,2021-05-30 22:31:29.527093760+00:00
25.1,1225.0,18,17.25,1.56,9914,30059,20.0,21,2021-05-30 22:31:30.549515520+00:00
33.33,1593.5,20,18.82,0.0,9915,30059,20.0,21,2021-05-30 22:31:31.561517056+00:00
32.55,1568.5,21,18.82,-0.78,9916,30059,20.0,21,2021-05-30 22:31:32.568579328+00:00
17.25,1354.5,21,15.69,2.34,9917,30059,20.0,21,2021-05-30 22:31:33.582501888+00:00
17.25,1354.5,21,15.69,2.34,9917,30059,20.0,21,2021-05-30 22:31:34.594061312+00:00
17.65,1355.5,20,15.69,0.78,9919,30059,20.0,21,2021-05-30 22:31:35.607030784+00:00
16.47,1316.5,20,15.29,-1.56,9920,30060,20.0,21,2021-05-30 22:31:36.613907200+00:00
16.47,1271.0,20,15.29,-0.78,9921,30060,19.61,21,2021-05-30 22:31:37.621439744+00:00
18.04,1352.5,19,15.69,0.78,9922,30060,19.61,21,2021-05-30 22:31:38.631028992+00:00
18.43,1351.0,19,15.69,1.56,9923,30060,19.61,21,2021-05-30 22:31:39.642787328+00:00
14.51,1259.0,19,14.9,2.34,9925,30060,19.61,21,2021-05-30 22:31:40.653567488+00:00
14.51,1259.0,19,14.9,2.34,9925,30060,19.61,21,2021-05-30 22:31:41.665591040+00:00
15.69,1105.5,17,14.51,0.78,9926,30060,19.61,21,2021-05-30 22:31:42.677917952+00:00
16.47,993.5,16,14.51,-3.91,9927,30060,19.61,21,2021-05-30 22:31:43.689094912+00:00
23.14,1252.0,15,16.47,0.0,9928,30060,19.22,21,2021-05-30 22:31:44.703183616+00:00
24.71,1431.0,16,16.86,2.34,9929,30060,19.22,21,2021-05-30 22:31:45.710842368+00:00
20.0,1331.5,17,15.69,3.91,9930,30060,19.22,21,2021-05-30 22:31:46.718459392+00:00
17.65,1317.0,17,15.69,4.69,9932,30060,19.22,21,2021-05-30 22:31:47.725840384+00:00
17.65,1317.0,17,15.69,4.69,9932,30060,19.22,21,2021-05-30 22:31:48.733415168+00:00
23.14,1385.5,17,16.47,0.78,9933,30060,19.22,21,2021-05-30 22:31:49.740700416+00:00
18.04,1355.5,18,15.29,-0.78,9934,30060,19.22,21,2021-05-30 22:31:50.750970368+00:00
14.51,1273.0,18,14.51,6.25,9935,30060,19.22,21,2021-05-30 22:31:51.762914048+00:00
15.69,1087.5,15,14.51,0.78,9936,30060,19.22,21,2021-05-30 22:31:52.774863360+00:00
17.25,953.5,13,14.12,-3.91,9937,30060,19.22,21,2021-05-30 22:31:53.786789888+00:00
17.65,1135.5,12,15.29,-2.34,9939,30060,19.22,21,2021-05-30 22:31:54.799001600+00:00
17.65,1135.5,12,15.29,-2.34,9939,30060,19.22,21,2021-05-30 22:31:55.814149376+00:00
14.9,1057.0,11,14.12,0.78,9940,30060,19.22,21,2021-05-30 22:31:56.827713536+00:00
18.82,844.0,10,14.51,3.12,9941,30060,19.22,21,2021-05-30 22:31:57.835742208+00:00
18.82,1138.5,9,15.29,1.56,9942,30060,19.22,21,2021-05-30 22:31:58.842951936+00:00
21.18,1232.5,9,15.69,1.56,9943,30060,18.82,21,2021-05-30 22:31:59.850290176+00:00
23.92,1276.0,10,16.47,4.69,9945,30060,18.82,21,2021-05-30 22:32:00.857861120+00:00
28.24,1412.5,12,17.65,2.34,9946,30060,18.82,21,2021-05-30 22:32:01.880419584+00:00
28.24,1412.5,12,17.65,2.34,9946,30060,18.82,21,2021-05-30 22:32:02.900917248+00:00
31.37,1266.0,15,16.86,-1.56,9947,30060,18.82,21,2021-05-30 22:32:03.913132800+00:00
27.45,1427.0,16,17.65,5.47,9948,30060,18.82,21,2021-05-30 22:32:04.929707776+00:00
18.04,1390.0,18,15.29,-3.91,9949,30060,18.82,21,2021-05-30 22:32:05.942639360+00:00
30.2,1559.0,19,18.43,0.78,9951,30060,18.82,21,2021-05-30 22:32:06.950066688+00:00
14.9,1275.0,19,14.9,0.0,9952,30060,18.82,21,2021-05-30 22:32:07.961891072+00:00
21.18,1077.0,17,16.86,0.78,9953,30060,18.82,21,2021-05-30 22:32:08.973247488+00:00
21.18,1077.0,17,16.86,0.78,9953,30060,18.82,21,2021-05-30 22:32:09.980549632+00:00
20.0,1416.0,19,16.08,-3.12,9954,30060,18.82,21,2021-05-30 22:32:10.987587840+00:00
21.18,1375.0,19,17.25,0.78,9955,30060,18.82,21,2021-05-30 22:32:12.009552128+00:00
19.61,1396.0,19,15.29,1.56,9956,30060,18.82,21,2021-05-30 22:32:13.025769984+00:00
17.25,1350.5,19,15.69,2.34,9958,30060,18.82,21,2021-05-30 22:32:14.037984+00:00
30.98,1540.0,20,18.43,0.78,9959,30060,18.82,21,2021-05-30 22:32:15.049809664+00:00
34.12,1396.5,22,18.04,-0.78,9960,30060,18.82,21,2021-05-30 22:32:16.061530112+00:00
34.12,1396.5,22,18.04,-0.78,9960,30060,18.82,21,2021-05-30 22:32:17.068998144+00:00
40.0,1349.0,24,19.22,-0.78,9961,30060,18.82,21,2021-05-30 22:32:18.081332480+00:00
39.22,1362.5,27,19.22,1.56,9962,30060,18.82,21,2021-05-30 22:32:19.093577728+00:00
39.22,1346.5,29,18.82,0.78,9963,30060,18.82,21,2021-05-30 22:32:20.100414720+00:00
30.59,1291.0,31,15.69,-1.56,9965,30060,18.82,21,2021-05-30 22:32:21.108036096+00:00
12.94,1272.5,30,14.51,2.34,9966,30060,18.82,21,2021-05-30 22:32:22.119631360+00:00
12.94,1221.5,24,14.51,5.47,9967,30060,18.43,21,2021-05-30 22:32:23.148921344+00:00
12.94,1221.5,24,14.51,5.47,9967,30060,18.43,21,2021-05-30 22:32:24.156873216+00:00
27.45,1131.5,23,19.61,0.78,9968,30060,18.43,21,2021-05-30 22:32:25.168182784+00:00
37.65,1704.5,25,20.39,-0.78,9969,30060,18.43,21,2021-05-30 22:32:26.181933568+00:00
42.75,1548.0,27,20.0,-2.34,9971,30060,18.43,21,2021-05-30 22:32:27.194854400+00:00
44.31,1563.5,30,20.39,3.91,9972,30060,18.43,21,2021-05-30 22:32:28.209367552+00:00
37.25,1334.0,32,18.43,1.56,9973,30060,18.43,21,2021-05-30 22:32:29.216177664+00:00
14.9,1276.0,32,14.51,1.56,9974,30060,18.43,21,2021-05-30 22:32:30.223143168+00:00
14.9,1276.0,32,14.51,1.56,9974,30060,18.43,21,2021-05-30 22:32:31.233298176+00:00
12.94,1258.0,29,14.51,3.91,9975,30060,18.43,21,2021-05-30 22:32:32.241140736+00:00
17.65,1259.0,25,16.47,2.34,9976,30060,18.43,21,2021-05-30 22:32:33.249047552+00:00
27.06,1281.5,26,18.04,1.56,9978,30060,18.43,21,2021-05-30 22:32:34.261593856+00:00
34.51,1284.5,27,16.86,0.78,9979,30060,18.43,21,2021-05-30 22:32:35.275325696+00:00
37.65,1382.0,29,19.22,3.12,9980,30060,18.43,21,2021-05-30 22:32:36.286627072+00:00
15.69,1280.5,29,14.51,0.78,9981,30060,18.43,21,2021-05-30 22:32:37.298264576+00:00
15.69,1280.5,29,14.51,0.78,9981,30060,18.43,21,2021-05-30 22:32:38.309619200+00:00
12.94,1291.5,28,14.51,7.03,9982,30060,18.43,21,2021-05-30 22:32:39.317075200+00:00
19.61,1205.0,26,15.69,-0.78,9984,30060,18.43,21,2021-05-30 22:32:40.324375040+00:00
32.55,1316.0,27,18.04,2.34,9985,30060,18.43,21,2021-05-30 22:32:41.348535552+00:00
24.31,1306.5,28,15.69,-1.56,9986,30060,18.43,21,2021-05-30 22:32:42.360659200+00:00
14.9,1252.0,27,14.51,4.69,9987,30060,18.43,21,2021-05-30 22:32:43.367776768+00:00
15.29,1133.5,18,14.51,3.12,9988,30060,18.43,21,2021-05-30 22:32:44.380040960+00:00
15.29,1133.5,18,14.51,3.12,9988,30060,18.43,21,2021-05-30 22:32:45.391811328+00:00
17.25,939.0,11,14.51,-2.34,9989,30060,18.04,21,2021-05-30 22:32:46.402982912+00:00
34.12,1614.5,13,19.22,0.0,9991,30060,18.04,21,2021-05-30 22:32:47.414995456+00:00
37.65,1647.0,16,20.0,0.78,9992,30060,18.04,21,2021-05-30 22:32:48.422091520+00:00
16.08,1396.5,19,14.9,1.56,9993,30060,18.04,21,2021-05-30 22:32:49.432821248+00:00
20.39,1236.0,18,16.86,3.12,9994,30060,18.04,21,2021-05-30 22:32:50.439896576+00:00
15.29,1264.0,18,14.51,2.34,9995,30060,18.04,21,2021-05-30 22:32:51.451771136+00:00
15.29,1264.0,18,14.51,2.34,9995,30060,18.04,21,2021-05-30 22:32:52.469224704+00:00
15.29,1102.5,17,14.51,1.56,9997,30060,18.04,21,2021-05-30 22:32:53.480028160+00:00
16.86,963.5,13,14.51,-0.78,9998,30060,18.04,21,2021-05-30 22:32:54.488533504+00:00
19.22,1049.0,13,15.69,-1.56,9999,30060,17.65,21,2021-05-30 22:32:55.498138880+00:00
18.43,1315.5,14,15.29,0.78,10000,30060,17.65,21,2021-05-30 22:32:56.510193664+00:00
16.86,1239.0,14,14.9,5.47,10001,30060,17.65,21,2021-05-30 22:32:57.521780480+00:00
14.9,1084.0,15,14.51,1.56,10002,30060,17.65,21,2021-05-30 22:32:58.532838656+00:00
14.9,1084.0,15,14.51,1.56,10002,30060,17.65,21,2021-05-30 22:32:59.542968832+00:00
16.08,968.5,14,14.51,-0.78,10004,30060,17.65,21,2021-05-30 22:33:00.554552576+00:00
27.84,999.5,13,16.86,2.34,10005,30060,17.65,21,2021-05-30 22:33:01.562077696+00:00
16.47,1213.5,14,14.51,1.56,10006,30060,18.04,21,2021-05-30 22:33:02.573939712+00:00
16.08,1003.0,14,14.51,0.0,10007,30060,18.04,21,2021-05-30 22:33:03.586323456+00:00
18.82,883.0,11,14.12,0.0,10008,30060,18.04,21,2021-05-30 22:33:04.594223360+00:00
19.61,815.5,8,14.12,-2.34,10010,30060,17.65,21,2021-05-30 22:33:05.605803008+00:00
19.61,815.5,8,14.12,-2.34,10010,30060,17.65,21,2021-05-30 22:33:06.618938624+00:00
21.18,780.0,7,14.51,-2.34,10011,30060,18.04,21,2021-05-30 22:33:07.627897344+00:00
33.73,1477.0,9,18.43,3.12,10012,30060,18.04,21,2021-05-30 22:33:08.640687616+00:00
18.82,1270.5,12,15.69,1.56,10013,30060,18.04,21,2021-05-30 22:33:09.658099200+00:00
23.92,1385.0,14,16.86,3.91,10014,30060,18.04,21,2021-05-30 22:33:10.671229440+00:00
22.75,1366.5,16,16.47,0.78,10015,30060,18.04,21,2021-05-30 22:33:11.678480384+00:00
29.8,1504.0,18,18.04,0.0,10017,30060,17.65,21,2021-05-30 22:33:12.685140736+00:00
29.8,1504.0,18,18.04,0.0,10017,30060,17.65,21,2021-05-30 22:33:13.696942336+00:00
31.37,1522.0,20,18.43,2.34,10018,30060,17.65,21,2021-05-30 22:33:14.709536256+00:00
41.57,1466.5,22,20.39,0.0,10019,30060,17.25,21,2021-05-30 22:33:15.721850880+00:00
43.14,1374.0,25,19.61,0.0,10020,30060,17.25,21,2021-05-30 22:33:16.735500032+00:00
43.14,1387.0,27,19.61,1.56,10021,30060,17.25,21,2021-05-30 22:33:17.746964992+00:00
44.71,1435.0,29,20.39,0.0,10022,30060,17.25,21,2021-05-30 22:33:18.758680576+00:00
27.45,1277.0,31,18.04,3.91,10024,30060,17.65,21,2021-05-30 22:33:19.765592064+00:00
27.45,1277.0,31,18.04,3.91,10024,30060,17.65,21,2021-05-30 22:33:20.774319872+00:00
42.75,1437.0,32,19.61,-0.78,10025,30060,17.65,21,2021-05-30 22:33:21.787282688+00:00
54.12,1641.5,34,27.45,1.56,10026,30060,17.65,21,2021-05-30 22:33:22.799436800+00:00
58.04,1742.0,38,30.98,3.91,10027,30060,17.65,21,2021-05-30 22:33:23.811806976+00:00
52.55,1668.0,42,17.25,2.34,10028,30060,17.65,21,2021-05-30 22:33:24.819630848+00:00
13.33,1280.0,42,14.51,7.81,10030,30060,17.65,21,2021-05-30 22:33:25.831888896+00:00
15.69,1289.0,40,15.29,0.0,10031,30060,17.65,21,2021-05-30 22:33:26.843443200+00:00
15.69,1289.0,40,15.29,0.0,10031,30060,17.65,21,2021-05-30 22:33:27.850457856+00:00
16.47,1289.0,39,15.29,0.0,10032,30060,17.65,21,2021-05-30 22:33:28.857729024+00:00
16.47,1281.5,37,15.29,0.0,10033,30060,17.65,21,2021-05-30 22:33:29.864975872+00:00
15.69,1278.0,35,14.9,0.0,10034,30060,17.65,21,2021-05-30 22:33:30.874906368+00:00
16.08,1279.0,33,14.9,0.0,10035,30060,17.65,21,2021-05-30 22:33:31.884853248+00:00
12.94,1293.5,32,14.12,0.0,10037,30060,17.65,21,2021-05-30 22:33:32.896489216+00:00
19.61,1309.0,31,16.86,-2.34,10038,30060,17.65,21,2021-05-30 22:33:33.908304384+00:00
19.61,1309.0,31,16.86,-2.34,10038,30060,17.65,21,2021-05-30 22:33:34.920905728+00:00
13.73,1284.5,31,14.51,1.56,10039,30060,17.65,21,2021-05-30 22:33:35.933585920+00:00
15.69,1274.5,29,15.29,0.0,10040,30060,17.65,21,2021-05-30 22:33:36.946380800+00:00
16.86,1276.0,29,14.9,-0.78,10041,30060,17.65,21,2021-05-30 22:33:37.959253760+00:00
12.94,1262.5,27,14.51,-3.12,10042,30060,17.65,21,2021-05-30 22:33:38.966563584+00:00
12.94,1271.0,25,14.51,-5.47,10044,30060,17.65,21,2021-05-30 22:33:39.973923584+00:00
13.73,1213.0,24,14.51,-5.47,10045,30060,17.65,21,2021-05-30 22:33:40.981995008+00:00
13.73,1213.0,24,14.51,-5.47,10045,30060,17.65,21,2021-05-30 22:33:41.992674048+00:00
16.47,1022.5,22,14.51,-2.34,10046,30060,17.65,21,2021-05-30 22:33:43.003709440+00:00
16.86,1033.5,20,14.51,0.0,10047,30060,17.65,21,2021-05-30 22:33:44.017077760+00:00
16.47,1001.5,16,14.51,1.56,10048,30060,17.65,21,2021-05-30 22:33:45.029625856+00:00
17.65,915.0,12,14.51,0.78,10050,30060,17.65,21,2021-05-30 22:33:46.040856320+00:00
20.0,798.5,9,14.12,0.0,10051,30060,17.65,21,2021-05-30 22:33:47.049604352+00:00
20.78,787.5,8,14.12,-3.91,10052,30060,17.65,21,2021-05-30 22:33:48.056720896+00:00
20.78,787.5,8,14.12,-3.91,10052,30060,17.65,21,2021-05-30 22:33:49.068437504+00:00
21.96,762.5,5,14.51,-0.78,10053,30060,17.65,21,2021-05-30 22:33:50.080780544+00:00
29.41,802.5,5,15.29,-0.78,10054,30060,17.65,21,2021-05-30 22:33:51.092880128+00:00
29.41,789.0,5,15.29,1.56,10055,30060,17.65,21,2021-05-30 22:33:52.100260608+00:00
30.59,754.5,2,15.29,3.12,10057,30060,17.65,21,2021-05-30 22:33:53.112716800+00:00
30.59,746.5,0,15.29,1.56,10058,30060,17.65,21,2021-05-30 22:33:54.125751040+00:00
29.8,698.0,0,14.9,2.34,10059,30060,17.65,21,2021-05-30 22:33:55.137977344+00:00
29.8,698.0,0,14.9,2.34,10059,30060,17.65,21,2021-05-30 22:33:56.150893056+00:00
29.8,690.5,0,14.9,3.12,10060,30060,18.04,21,2021-05-30 22:33:57.161364224+00:00
30.59,692.0,0,14.9,3.12,10061,30060,18.04,21,2021-05-30 22:33:58.172592640+00:00
30.2,679.0,0,14.9,2.34,10063,30060,18.04,21,2021-05-30 22:33:59.184680704+00:00
29.8,685.0,0,14.9,1.56,10064,30060,18.04,21,2021-05-30 22:34:00.195916032+00:00
28.63,690.5,0,14.12,1.56,10065,30060,18.04,21,2021-05-30 22:34:01.208407552+00:00
30.98,682.0,0,14.9,5.47,10066,30060,18.04,21,2021-05-30 22:34:02.222749952+00:00
30.98,682.0,0,14.9,5.47,10066,30060,18.04,21,2021-05-30 22:34:03.235300864+00:00
29.8,677.0,0,14.9,4.69,10067,30060,18.04,21,2021-05-30 22:34:04.249000960+00:00
29.8,687.0,0,14.9,5.47,10068,30060,18.04,21,2021-05-30 22:34:05.261065984+00:00
29.41,684.5,0,14.9,7.03,10070,30060,18.04,21,2021-05-30 22:34:06.273369856+00:00
29.02,695.0,0,14.9,6.25,10071,30060,18.04,21,2021-05-30 22:34:07.286932480+00:00
25.49,699.0,0,14.12,4.69,10072,30060,18.04,21,2021-05-30 22:34:08.299453440+00:00
22.75,718.5,0,14.12,9.38,10073,30060,18.04,21,2021-05-30 22:34:09.311388416+00:00
22.75,718.5,0,14.12,9.38,10073,30060,18.04,21,2021-05-30 22:34:10.318267136+00:00
22.75,711.0,0,14.12,12.5,10074,30060,18.04,21,2021-05-30 22:34:11.325443584+00:00
22.35,707.0,0,14.12,7.03,10076,30060,18.04,21,2021-05-30 22:34:12.338104576+00:00
22.75,695.5,0,14.12,3.91,10077,30060,18.04,21,2021-05-30 22:34:13.351091200+00:00
29.8,738.0,0,14.9,3.91,10078,30060,18.04,21,2021-05-30 22:34:14.363207680+00:00
29.02,875.5,3,15.69,3.12,10079,30060,18.04,21,2021-05-30 22:34:15.375149056+00:00
31.76,1285.0,6,17.25,2.34,10080,30060,18.04,21,2021-05-30 22:34:16.387020288+00:00
31.76,1285.0,6,17.25,2.34,10080,30060,18.04,21,2021-05-30 22:34:17.394518016+00:00
31.37,1427.5,10,18.04,0.78,10081,30060,18.04,21,2021-05-30 22:34:18.407557120+00:00
36.08,1620.0,13,19.61,-3.12,10083,30060,18.04,21,2021-05-30 22:34:19.419289344+00:00
39.22,1409.5,18,19.61,-3.12,10084,30060,18.04,21,2021-05-30 22:34:20.426262272+00:00
41.96,1398.0,21,20.39,1.56,10085,30060,18.04,21,2021-05-30 22:34:21.433864192+00:00
43.92,1403.0,24,20.0,-2.34,10086,30060,18.43,21,2021-05-30 22:34:22.441210112+00:00
20.39,1323.0,26,15.69,3.91,10087,30060,18.43,21,2021-05-30 22:34:23.448260096+00:00
20.39,1323.0,26,15.69,3.91,10087,30060,18.43,21,2021-05-30 22:34:24.460308224+00:00
27.06,1482.5,26,17.65,1.56,10089,30060,18.43,21,2021-05-30 22:34:25.472705792+00:00
22.35,1513.0,28,15.29,-3.91,10090,30060,18.43,21,2021-05-30 22:34:26.484881664+00:00
29.02,1548.5,28,18.04,0.0,10091,30060,18.43,21,2021-05-30 22:34:27.497139200+00:00
30.2,1591.0,28,18.04,-1.56,10092,30060,18.43,21,2021-05-30 22:34:28.504384+00:00
